topic_id,DFID region,score,share,total_score,total_share,deviation,id,title,top_words,Topic ID,Aggregated meta-topic,Aggregated topic,Topic,color,short_title
213145,Western Africa,0.536032207396498,0.0052524009063186355,93.44365219501358,0.01868810979760512,0.28105576022416834,213145,"Temporal, Temporal analyses","['day', 'lag', 'associ', 'daili', 'effect', 'week', 'cumul', 'model', 'nonlinear', 'increas']",213145,Other,Methods,Temporal analyses,#bdbdbd,Temporal
213184,Western Africa,0.3259692439499319,0.0031940639549820605,49.81261672038124,0.00996219249472123,0.32061857434239827,213184,"Injury, Occupational injury","['injuri', 'worker', 'occup', 'work', 'accid', 'workplac', 'safeti', 'wbgt', 'ill', 'workrel']",213184,Health impact,Occupational health & injury,Occupational injury,#fed9a6,Injury
213141,Western Africa,0.42664538472475577,0.004180555896611242,61.206378268958005,0.012240869128455118,0.34152443366077034,213141,"Heatwave, Heatwaves","['heatwav', 'definit', 'dure', 'intens', 'day', 'durat', 'excess', 'period', 'warn', 'impact']",213141,Exposure,Heat,Heatwaves,#fbb4ae,Heatwave
213136,Western Africa,0.49574700420816414,0.0048576596299215605,70.20987810906284,0.014041509296322809,0.34594996359783664,213136,"Hospital, Hospital admissions","['hospit', 'admiss', 'respiratori', 'associ', 'ami', 'pneumonia', 'daili', 'cardiovascular', 'copd', 'increas']",213136,Health impact,Health system demand,Hospital admissions,#fed9a6,Hospital
213165,Western Africa,0.2833489524464377,0.0027764419266196284,39.178048074058076,0.007835349398970938,0.3543481962634972,213165,"PAH, Polycyclic aromatic hydrocarbons ","['pah', 'sourc', 'combust', 'aromat', 'hydrocarbon', 'polycycl', 'sampl', 'cancer', 'burn', 'biomass']",213165,Exposure,Emissions,PAH,#fbb4ae,PAH
213174,Western Africa,0.20107298232554224,0.0019702471232697217,27.269731118605872,0.005453765101476527,0.3612636566867,213174,"Spores, Fungal spores","['spore', 'fungal', 'airborn', 'alternaria', 'cladosporium', 'fungi', 'concentr', 'allergen', 'bioaerosol', 'type']",213174,Health impact,Respiratory,Fungal spores,#fed9a6,Spores
213123,Western Africa,0.904195340268942,0.008859908712919449,120.81875832905361,0.02416294920228041,0.36667331618953547,213123,"Air pollution, Air pollution","['pollut', 'air', 'qualiti', 'dioxid', 'level', 'citi', 'particul', 'effect', 'matter', 'nitrogen']",213123,Health impact,Respiratory,Air pollution,#fed9a6,Air pollution
213190,Western Africa,0.6816013908553318,0.0066787848074741935,90.91773989170672,0.01818294411374672,0.36731041825206295,213190,"Energy, Energy policy & co-benefits","['energi', 'cost', 'polici', 'benefit', 'cobenefit', 'mitig', 'electr', 'reduc', 'reduct', 'econom']",213190,Intervention option,Mitigation co-benefits,Energy policy & co-benefits,#ccebc5,Energy
213185,Western Africa,0.7361909590945264,0.00721368978844113,96.81799649953197,0.019362956246523434,0.3725510555618969,213185,"Exposure, Exposure","['exposur', 'associ', 'estim', 'ambient', 'increas', 'person', 'shortterm', 'adjust', 'studi', 'use']",213185,Other,Methods,Exposure,#bdbdbd,Exposure
213126,Western Africa,0.6371889166965231,0.006243601778721911,76.53132476391538,0.015305756641011803,0.40792506539612483,213126,"Disaster, Natural disasters","['disast', 'natur', 'prepared', 'manag', 'respons', 'peopl', 'reduct', 'earthquak', 'emerg', 'affect']",213126,Intervention option,Disaster risk reduction,Disaster risk reduction,#ccebc5,Disaster
213157,Western Africa,0.4025489168735875,0.003944442641037897,47.965932484047656,0.009592867912907097,0.41118492163648923,213157,"Fire, Wildfires","['fire', 'wildfir', 'smoke', 'burn', 'forest', 'biomass', 'wildland', 'impact', 'qualiti', 'plume']",213157,Exposure,Drought,Wildfires,#fbb4ae,Fire
213182,Western Africa,0.4568402583657717,0.004476425397529005,53.732182020005915,0.01074607952136912,0.41656358382863334,213182,"Cold, Cold & extreme temperatures","['cold', 'spell', 'hot', 'wave', 'extrem', 'cvd', 'winter', 'effect', 'attribut', 'coldrel']",213182,Exposure,Heat,Cold & extreme temperatures,#fbb4ae,Cold
213156,Western Africa,0.3600964746420272,0.0035284653117362026,37.92251643569399,0.007584251410386893,0.46523580519810404,213156,"Influenza, Influenza","['influenza', 'epidem', 'week', 'activ', 'virus', 'pandem', 'vaccin', 'ili', 'surveil', 'temper']",213156,Health impact,Infectious,Influenza,#fed9a6,Influenza
213161,Western Africa,0.7037345203468968,0.006895659964968551,67.09987506349799,0.013419529343472639,0.513852594116697,213161,"Patients, Patients","['patient', 'acut', 'medic', 'clinic', 'care', 'day', 'pressur', 'number', 'diabet', 'admit']",213161,Health impact,Health system demand,Patients,#fed9a6,Patients
213179,Western Africa,0.8386081847927478,0.008217242040819264,72.80364519362617,0.014560245485749277,0.5643615039912496,213179,"RCP, Greenhouse pathways","['scenario', 'project', 'rcp', 'futur', 'pathway', 'increas', 'simul', 'popul', 'global', 'model']",213179,Intervention option,Mitigation co-benefits,Greenhouse pathways,#ccebc5,RCP
213125,Western Africa,1.269258374793994,0.012437039689276041,102.61671428753301,0.020522661289743824,0.6060149565247387,213125,"Mortality, Mortality","['mortal', 'cardiovascular', 'allcaus', 'respiratori', 'excess', 'rate', 'estim', 'daili', 'increas', 'citi']",213125,Health impact,All-cause mortality,Mortality,#fed9a6,Mortality
213181,Western Africa,0.6118300998277997,0.00599511918594754,49.439581494319235,0.009887587927163528,0.606327774793035,213181,"In-/out-door, Indoor/outdoor (pollution & heat)","['indoor', 'outdoor', 'home', 'build', 'hous', 'ventil', 'environ', 'school', 'humid', 'measur']",213181,Mediating pathways,Geographic exposure,Building design,#b3cde3,In-/out-door
213149,Western Africa,1.0680957810540108,0.010465914493629451,85.4803968727429,0.017095511624126414,0.6122024730081316,213149,"Extreme weather, Extreme weather events","['extrem', 'event', 'weather', 'precipit', 'frequenc', 'condit', 'increas', 'day', 'intens', 'impact']",213149,Exposure,Extreme precipitation & flooding,Extreme weather events,#fbb4ae,Extreme weather
213140,Western Africa,1.547518938156178,0.015163622187545935,116.62575375262,0.023324376136421226,0.650119089953613,213140,"Temperature, Ambient temperature","['temperatur', 'effect', 'ambient', 'daili', 'mean', 'percentil', 'high', 'nonlinear', 'associ', 'minimum']",213140,Exposure,Heat,Ambient temperature,#fbb4ae,Temperature
213147,Western Africa,0.628083141994922,0.006154377327960418,45.511175759487806,0.009101932872191383,0.6761615817628733,213147,"Birth, Birth & pregnancy","['birth', 'preterm', 'pregnanc', 'gestat', 'women', 'matern', 'weight', 'week', 'deliveri', 'trimest']",213147,Health impact,Maternal & child health,Birth & pregnancy,#fed9a6,Birth
213131,Western Africa,1.1619100316925195,0.011385169061321546,82.3526908903619,0.016469991201493773,0.6912674646898991,213131,"Heat stress, Heat stress","['heat', 'stress', 'heatrel', 'ill', 'extrem', 'worker', 'dure', 'wbgt', 'island', 'work']",213131,Health impact,Chronic,Heat stress,#fed9a6,Heat stress
213177,Western Africa,1.1127119452821648,0.010903093413468267,72.44406093459777,0.014488331022258607,0.752543091175768,213177,"Death, Death","['death', 'caus', 'excess', 'estim', 'attribut', 'fatal', 'year', 'number', 'rate', 'prematur']",213177,Health impact,All-cause mortality,Death,#fed9a6,Death
213130,Western Africa,1.64640661734461,0.016132589590299166,106.79073617147658,0.02135743794318574,0.7553616512062205,213130,"PM2.5-10, Particulate matter","['particulatematt', 'particul', 'matter', 'concentr', 'fine', 'pollut', 'diamet', 'μgm', 'level', 'respect']",213130,Exposure,Emissions,Particulate matter,#fbb4ae,PM2.5-10
213135,Western Africa,1.5522679617670718,0.015210156286754524,99.01311957294723,0.01980196628146543,0.7681134323004668,213135,"Infectious, Infectious diseases general","['diseas', 'infecti', 'respiratori', 'cardiovascular', 'vectorborn', 'burden', 'heart', 'chronic', 'diarrheal', 'prevent']",213135,Health impact,Infectious,Infectious diseases general,#fed9a6,Infectious
213150,Western Africa,1.7141595528801377,0.016796478019207178,99.4615382540734,0.019891647039348207,0.8443985551312875,213150,"Particulates, Particle concentration (air)","['concentr', 'particl', 'site', 'aerosol', 'mass', 'measur', 'dure', 'sourc', 'carbon', 'averag']",213150,Exposure,Emissions,Particulate concentration (air),#fbb4ae,Particulates
213144,Western Africa,2.515451568245091,0.024648071355679264,139.5712953315662,0.02791333205070796,0.8830214648291737,213144,"Public health, Public health","['health', 'public', 'review', 'impact', 'research', 'system', 'environment', 'literatur', 'care', 'outcom']",213144,Health impact,Health system demand,Public health ,#fed9a6,Public health
213178,Western Africa,1.066328116493706,0.010448593737879146,54.35726863708769,0.010871092693036025,0.9611355576585664,213178,"Thermal stress, Thermal stress & comfort","['thermal', 'stress', 'comfort', 'index', 'indic', 'utci', 'pet', 'wbgt', 'condit', 'physiolog']",213178,Health impact,Chronic,Thermal stress & comfort,#fed9a6,Thermal stress
213169,Western Africa,1.5576489499082598,0.0152628827957211,77.40548071907742,0.015480582026006443,0.9859372709682607,213169,"Adaptation, Adaptation","['adapt', 'strategi', 'plan', 'polici', 'capac', 'climat', 'chang', 'govern', 'develop', 'local']",213169,Intervention option,Policy & practice,Adaptation,#ccebc5,Adaptation
213170,Western Africa,2.2405625945905836,0.021954525940987513,110.1009872376934,0.022019466170143255,0.9970507809474601,213170,"Risk, Risk assessment & risk perception","['risk', 'factor', 'percept', 'hazard', 'assess', 'high', 'relat', 'increas', 'map', 'higher']",213170,Other,Methods,Risk assessment & risk perception,#bdbdbd,Risk
213132,Western Africa,0.8410868918951572,0.00824153006540351,40.88972486219442,0.008177673387848708,1.0078086607921621,213132,"Pollen, Pollen & allergies","['pollen', 'allergen', 'airborn', 'allergi', 'grass', 'grain', 'allerg', 'count', 'poacea', 'concentr']",213132,Health impact,Respiratory,Pollen & allergies,#fed9a6,Pollen
213154,Western Africa,2.3186481610400675,0.022719660375691918,107.88727479891851,0.021576738385597642,1.0529701000062721,213154,"Meteorology, Meteorological variables","['meteorolog', 'humid', 'correl', 'wind', 'factor', 'pressur', 'relat', 'speed', 'weather', 'atmospher']",213154,Exposure,General seasonality & weather,Meteorological variables,#fbb4ae,Meteorology
213139,Western Africa,1.7680048750427502,0.0173240903809747,81.46214503349711,0.01629188794501832,1.063356833746945,213139,"Resilience, Community resilience","['communiti', 'resili', 'social', 'local', 'particip', 'interview', 'knowledg', 'build', 'resid', 'percept']",213139,Intervention option,Developing community resilience,Community resilience,#ccebc5,Resilience
213166,Western Africa,1.491177846231661,0.014611554609881854,67.66707669182229,0.013532965901853117,1.0797008368934884,213166,"Warming, Increasing temperature","['degre', 'increas', 'temperatur', 'threshold', 'warm', 'maximum', 'abov', 'mean', 'per', 'averag']",213166,Exposure,Heat,Increasing temperatures,#fbb4ae,Warming
213138,Western Africa,2.6269996917000458,0.025741094231261002,118.49610245605815,0.023698433454479754,1.0861939157583904,213138,"Model, Modelling & forecasting","['model', 'predict', 'forecast', 'use', 'data', 'variabl', 'develop', 'accuraci', 'error', 'estim']",213138,Other,Methods,Modeling & forecasting,#bdbdbd,Model
213134,Western Africa,2.232588281556616,0.021876388305918322,94.70625358401307,0.01894062168935982,1.1549984295503728,213134,"Case, Case data","['case', 'report', 'number', 'year', 'occur', 'confirm', 'surveil', 'period', 'dure', 'fever']",213134,Other,Methods,Case data,#bdbdbd,Case
213129,Western Africa,2.2017195739474613,0.021573916130578904,93.15580546361451,0.01863054236316836,1.1579864777973101,213129,"Urban, Urban areas","['urban', 'citi', 'uhi', 'area', 'island', 'green', 'rural', 'plan', 'land', 'space']",213129,Mediating pathways,Geographic exposure,Urban areas,#b3cde3,Urban
213152,Western Africa,1.1080489774552964,0.010857402546199425,46.77409061189666,0.009354507454545972,1.1606599918762261,213152,"Food, Food insecurity","['food', 'insecur', 'secur', 'hunger', 'nutrit', 'agricultur', 'product', 'africa', 'price', 'countri']",213152,Health impact,Food & nutrition,Food insecurity,#fed9a6,Food
213160,Western Africa,1.432830103364321,0.01403982452857468,60.05113036504122,0.012009827220688139,1.1690280193531566,213160,"RSV, Respiratory viruses","['infect', 'rsv', 'respiratori', 'virus', 'preval', 'rate', 'syncyti', 'detect', 'viral', 'tract']",213160,Health impact,Respiratory,Respiratory viruses,#fed9a6,RSV
213122,Western Africa,3.4558290751263847,0.033862517057393335,142.9098677048138,0.02858102435096494,1.1847901825201756,213122,"Climate change, General climate change","['climat', 'chang', 'impact', 'global', 'increas', 'human', 'mitig', 'futur', 'affect', 'consequ']",213122,Exposure,General climate change,General climate change,#fbb4ae,Climate change
213142,Western Africa,1.9605430229544554,0.019210707507031664,76.847227868478,0.015368935163734243,1.2499699753020477,213142,"Transmission, Transmission","['transmiss', 'outbreak', 'virus', 'wnv', 'epidem', 'zika', 'vector', 'spread', 'human', 'chikungunya']",213142,Health impact,Infectious,Transmission,#fed9a6,Transmission
213188,Western Africa,2.7707048535246663,0.027149213205821025,108.28745837567492,0.021656772442978173,1.2536130800332475,213188,"Age & sex, Age & sex","['age', 'preval', 'group', 'year', 'women', 'among', 'older', 'adult', 'studi', 'particip']",213188,Mediating pathways,Demographic vulnerability,Age & Sex,#b3cde3,Age & sex
213173,Western Africa,1.1364937298349482,0.011136123192304894,40.38990663905842,0.008077713062953488,1.378623269422391,213173,"Drought, Drought","['drought', 'impact', 'veget', 'sever', 'agricultur', 'index', 'vhi', 'shock', 'rural', 'region']",213173,Exposure,Drought,Drought,#fbb4ae,Drought
213163,Western Africa,2.379839121707861,0.023319250200398645,82.59280879847552,0.016518013188282492,1.4117466752563679,213163,"Incidence, Disease incidence","['incid', 'rate', 'provinc', 'per', 'irr', 'annual', 'year', 'correl', 'week', 'increas']",213163,Other,Methods,Disease incidence,#bdbdbd,Incidence
213168,Western Africa,3.5192982849052434,0.03448443068565264,119.85115659249975,0.023969435281662947,1.4386834850478876,213168,"Spatial, Spatial analyses","['spatial', 'area', 'region', 'distribut', 'map', 'cluster', 'use', 'environment', 'geograph', 'data']",213168,Other,Methods,Spatial analyses,#bdbdbd,Spatial
213133,Western Africa,2.190065807395946,0.021459724757089422,71.81708175693267,0.014362939351045193,1.4941039736081456,213133,"Flood, Floods","['flood', 'damag', 'river', 'flash', 'event', 'impact', 'peopl', 'fatal', 'area', 'dysenteri']",213133,Exposure,Extreme precipitation & flooding,Floods,#fbb4ae,Flood
213143,Western Africa,2.129478410704626,0.020866049054581524,66.21897851994918,0.013243355885570813,1.57558622111152,213143,"Water, Drinking water quality","['water', 'drink', 'sourc', 'suppli', 'contamin', 'qualiti', 'groundwat', 'sanit', 'sampl', 'coli']",213143,Health impact,WASH,Drinking water quality,#fed9a6,Water
213146,Western Africa,3.4793036391255985,0.03409253648444187,104.6009780477548,0.020919500862549095,1.6297012394533588,213146,"Seasonality, Seasonality ","['season', 'winter', 'summer', 'variat', 'dure', 'pattern', 'spring', 'dri', 'peak', 'raini']",213146,Exposure,General seasonality & weather,Seasonality,#fbb4ae,Seasonality
213137,Western Africa,2.482906971283639,0.024329177699258235,72.67621615891672,0.01453476052517557,1.6738616131389172,213137,"Mosquito, Mosquito vector dynamics","['mosquito', 'vector', 'abund', 'speci', 'aed', 'aegypti', 'albopictus', 'popul', 'trap', 'densiti']",213137,Health impact,Infectious,Mosquito vector dynamics,#fed9a6,Mosquito
213151,Western Africa,2.2167538163732763,0.02172123166023094,56.41497072831313,0.011282619444273546,1.9251940356151493,213151,"Farmer, Farmers & agriculture","['farmer', 'crop', 'agricultur', 'farm', 'product', 'percept', 'yield', 'pest', 'smallhold', 'rice']",213151,Health impact,Food & nutrition,Farmers & agriculture,#fed9a6,Farmer
213158,Western Africa,3.4256823754263146,0.033567119596863426,78.70620371077726,0.015740717985102157,2.132502445481401,213158,"Vulnerability, Vulnerability","['vulner', 'social', 'hazard', 'indic', 'index', 'popul', 'livelihood', 'capac', 'assess', 'econom']",213158,Mediating pathways,Social vulnerability,Vulnerability,#b3cde3,Vulnerability
